timeStamp,elapsed,bytes
13:09:41,122,215
13:09:41,121,215
13:09:41,124,215
13:09:41,123,215
13:09:41,122,215
13:09:41,54,214
13:09:41,53,214
13:09:41,53,214
13:09:41,53,214
13:09:41,52,214
13:09:41,53,214
13:09:41,55,214
13:09:41,54,214
13:09:41,59,214
13:09:41,55,214
13:09:41,53,214
13:09:41,54,214
13:09:41,54,214
13:09:41,57,214
13:09:41,53,214
13:09:41,53,214
13:09:41,53,214
13:09:41,54,214
13:09:41,54,214
13:09:41,58,214
13:09:41,370,215
13:09:41,58,214
13:09:41,54,214
13:09:42,52,214
13:09:42,55,214
13:09:42,58,214
13:09:42,54,214
13:09:42,53,214
13:09:42,53,214
13:09:42,53,214
13:09:42,58,214
13:09:42,55,214
13:09:42,54,214
13:09:42,53,214
13:09:42,57,214
13:09:42,54,214
13:09:42,57,214
13:09:42,53,214
13:09:42,55,214
13:09:42,53,214
13:09:42,53,214
13:09:42,53,214
13:09:42,57,214
13:09:42,54,214
13:09:42,58,214
13:09:42,55,214
13:09:42,53,214
13:09:42,54,214
13:09:42,58,214
13:09:42,55,214
13:09:42,53,214
13:09:42,55,214
13:09:42,54,214
13:09:42,53,214
13:09:42,55,214
13:09:42,56,214
13:09:42,53,214
13:09:42,53,214
13:09:42,52,214
13:09:42,54,214
13:09:42,54,214
13:09:42,53,214
13:09:42,54,214
13:09:42,54,214
13:09:42,52,214
13:09:42,54,214
13:09:42,54,214
13:09:42,52,214
13:09:42,52,214
13:09:42,52,214
13:09:42,52,214
13:09:42,55,214
13:09:42,52,214
13:09:42,58,214
13:09:42,53,214
13:09:42,54,214
13:09:42,53,214
13:09:42,54,214
13:09:42,54,214
13:09:42,61,214
13:09:42,58,214
13:09:42,55,214
13:09:42,53,214
13:09:42,53,214
13:09:42,54,214
13:09:42,59,214
13:09:42,53,214
13:09:42,54,214
13:09:42,52,214
13:09:42,52,214
13:09:42,57,214
13:09:42,54,214
13:09:42,52,214
13:09:42,53,214
13:09:42,57,214
13:09:42,53,214
13:09:42,57,214
13:09:42,57,214
13:09:42,53,214
13:09:42,53,214
13:09:42,57,214
13:09:42,54,214
13:09:42,53,214
13:09:42,66,214
13:09:42,62,214
13:09:42,67,214
13:09:42,55,214
13:09:42,57,214
13:09:42,54,214
13:09:42,53,214
13:09:42,58,214
13:09:42,57,214
13:09:42,62,214
13:09:42,62,214
13:09:42,54,214
13:09:42,53,214
13:09:42,54,214
13:09:42,54,214
13:09:42,53,214
13:09:42,53,214
13:09:42,53,214
13:09:42,53,214
13:09:42,54,214
13:09:42,52,214
13:09:42,52,214
13:09:42,53,214
13:09:42,53,214
13:09:41,1369,215
13:09:41,1377,215
13:09:42,53,214
13:09:42,53,214
13:09:42,54,214
13:09:43,53,214
13:09:43,53,214
13:09:43,53,214
13:09:43,61,214
13:09:43,65,214
13:09:43,56,214
13:09:43,53,214
13:09:43,54,214
13:09:43,55,214
13:09:43,55,214
13:09:43,53,214
13:09:43,57,214
13:09:43,56,214
13:09:43,61,214
13:09:43,57,214
13:09:43,53,214
13:09:43,54,214
13:09:43,54,214
13:09:43,54,214
13:09:43,55,214
13:09:43,59,214
13:09:43,59,214
13:09:43,56,214
13:09:43,70,214
13:09:43,64,214
13:09:43,54,214
13:09:43,54,214
13:09:43,54,214
13:09:43,54,214
13:09:43,58,214
13:09:43,55,214
13:09:43,55,214
13:09:43,55,214
13:09:43,58,214
13:09:43,54,214
13:09:43,53,214
13:09:43,54,214
13:09:43,53,214
13:09:43,55,214
13:09:43,63,214
13:09:43,53,214
13:09:43,55,214
13:09:43,54,214
13:09:43,53,214
13:09:43,54,214
13:09:43,54,214
13:09:43,53,214
13:09:43,53,214
13:09:43,58,214
13:09:43,63,214
13:09:43,53,214
13:09:43,53,214
13:09:43,53,214
13:09:43,54,214
13:09:43,55,214
13:09:43,58,214
13:09:43,54,214
13:09:43,55,214
13:09:43,55,214
13:09:43,53,214
13:09:43,57,214
13:09:43,54,214
13:09:43,54,214
13:09:43,58,214
13:09:43,53,214
13:09:43,55,214
13:09:43,56,214
13:09:43,54,214
13:09:43,57,214
13:09:43,54,214
13:09:43,55,214
13:09:43,56,214
13:09:43,56,214
13:09:43,61,214
13:09:43,56,214
13:09:43,54,214
13:09:43,53,214
13:09:43,55,214
13:09:43,53,214
13:09:43,55,214
13:09:43,55,214
13:09:43,63,214
13:09:43,58,214
13:09:43,54,214
13:09:43,54,214
13:09:43,55,214
13:09:43,61,214
13:09:43,59,214
13:09:43,54,214
13:09:43,54,214
13:09:43,60,214
13:09:43,53,214
13:09:43,53,214
13:09:43,55,214
13:09:43,53,214
13:09:43,54,214
13:09:43,56,214
13:09:43,52,214
13:09:43,59,214
13:09:43,54,214
13:09:43,53,214
13:09:43,54,214
13:09:43,52,214
13:09:43,55,214
13:09:43,54,214
13:09:43,52,214
13:09:43,59,214
13:09:43,54,214
13:09:43,54,214
13:09:43,55,214
13:09:43,53,214
13:09:43,58,214
