timeStamp,elapsed,bytes
16:16:37,130,261
16:16:37,132,261
16:16:37,133,261
16:16:37,133,261
16:16:37,137,261
16:16:37,49,260
16:16:37,52,260
16:16:37,49,260
16:16:37,47,260
16:16:37,51,260
16:16:37,46,260
16:16:37,45,260
16:16:37,48,259
16:16:37,50,260
16:16:37,56,260
16:16:37,52,260
16:16:37,50,260
16:16:37,49,260
16:16:37,48,260
16:16:37,52,260
16:16:37,47,260
16:16:37,48,260
16:16:37,46,260
16:16:37,47,260
16:16:37,47,260
16:16:37,45,260
16:16:37,44,260
16:16:37,45,260
16:16:37,48,260
16:16:37,46,260
16:16:37,47,260
16:16:37,47,260
16:16:37,48,260
16:16:37,46,260
16:16:37,52,260
16:16:37,46,260
16:16:37,44,260
16:16:37,46,260
16:16:37,47,260
16:16:37,49,260
16:16:37,47,260
16:16:37,45,260
16:16:37,51,260
16:16:37,48,259
16:16:37,52,260
16:16:37,51,260
16:16:37,48,260
16:16:37,46,260
16:16:37,50,260
16:16:37,54,260
16:16:37,48,260
16:16:37,51,260
16:16:37,48,260
16:16:37,51,260
16:16:37,50,260
16:16:37,52,260
16:16:37,49,260
16:16:37,47,260
16:16:37,46,260
16:16:37,50,260
16:16:37,47,259
16:16:37,49,260
16:16:37,48,260
16:16:37,49,260
16:16:37,49,260
16:16:38,51,260
16:16:38,47,260
16:16:38,54,260
16:16:38,50,260
16:16:38,61,260
16:16:38,45,260
16:16:38,49,260
16:16:38,54,260
16:16:38,45,260
16:16:38,53,260
16:16:38,46,260
16:16:38,45,260
16:16:38,57,260
16:16:38,47,260
16:16:38,51,260
16:16:38,46,260
16:16:38,45,260
16:16:38,53,260
16:16:38,51,260
16:16:38,52,260
16:16:38,46,260
16:16:38,45,260
16:16:38,47,260
16:16:38,46,260
16:16:38,50,260
16:16:38,46,260
16:16:38,45,260
16:16:38,46,260
16:16:38,47,260
16:16:38,51,260
16:16:38,46,260
16:16:38,44,260
16:16:38,45,260
16:16:38,48,260
16:16:38,47,260
16:16:38,45,260
16:16:38,45,260
16:16:38,44,260
16:16:38,44,260
16:16:38,49,260
16:16:38,46,260
16:16:38,45,260
16:16:38,44,260
16:16:38,49,260
16:16:38,47,260
16:16:38,46,260
16:16:38,47,260
16:16:38,45,260
16:16:38,48,259
16:16:38,49,260
16:16:38,46,260
16:16:38,46,260
16:16:38,45,260
16:16:38,46,260
16:16:38,48,260
16:16:38,44,260
16:16:38,45,260
16:16:38,47,260
16:16:38,45,260
16:16:38,45,260
16:16:38,47,260
16:16:38,46,260
16:16:38,48,260
16:16:38,47,260
16:16:38,47,260
16:16:38,44,260
16:16:38,48,260
16:16:38,45,260
16:16:38,47,260
16:16:38,48,260
16:16:38,46,260
16:16:38,45,260
16:16:38,48,260
16:16:38,50,260
16:16:38,59,260
16:16:38,47,260
16:16:38,45,260
16:16:38,45,260
16:16:38,48,260
16:16:38,54,260
16:16:38,46,260
16:16:38,44,260
16:16:38,44,260
16:16:38,48,260
16:16:38,46,260
16:16:38,50,260
16:16:38,46,260
16:16:38,46,260
16:16:38,44,260
16:16:38,45,260
16:16:38,48,260
16:16:38,46,260
16:16:38,47,260
16:16:38,47,260
16:16:38,48,260
16:16:38,45,260
16:16:38,46,260
16:16:38,46,260
16:16:38,46,260
16:16:38,49,260
16:16:38,46,260
16:16:38,45,260
16:16:39,48,260
16:16:39,44,260
16:16:39,49,260
16:16:39,48,260
16:16:39,49,260
16:16:39,45,260
16:16:39,46,260
16:16:39,45,260
16:16:39,45,260
16:16:39,45,260
16:16:39,45,260
16:16:39,45,260
16:16:39,46,260
16:16:39,45,260
16:16:39,48,260
16:16:39,44,260
16:16:39,49,260
16:16:39,45,260
16:16:39,48,260
16:16:39,46,260
16:16:39,46,260
16:16:39,46,260
16:16:39,52,260
16:16:39,51,260
16:16:39,46,260
16:16:39,46,260
16:16:39,46,260
16:16:39,47,260
16:16:39,52,259
16:16:39,44,260
16:16:39,45,260
16:16:39,50,260
16:16:39,46,260
16:16:39,48,260
16:16:39,46,260
16:16:39,47,260
16:16:39,46,260
16:16:39,49,260
16:16:39,50,260
16:16:39,46,260
16:16:39,45,260
16:16:39,45,260
16:16:39,49,260
16:16:39,50,260
16:16:39,57,260
16:16:39,45,260
16:16:39,47,260
16:16:39,45,260
16:16:39,47,260
16:16:39,53,260
16:16:39,45,260
16:16:39,45,260
16:16:39,45,260
16:16:39,45,260
16:16:39,48,260
16:16:39,46,260
16:16:39,45,260
16:16:39,46,260
16:16:39,45,260
16:16:39,54,260
16:16:39,48,260
16:16:39,46,260
16:16:39,45,260
16:16:39,45,260
16:16:39,48,260
16:16:39,50,260
16:16:39,45,260
16:16:39,45,260
16:16:39,45,260
16:16:39,46,260
16:16:39,47,260
16:16:39,49,260
16:16:39,45,260
16:16:39,44,260
16:16:39,48,260
16:16:39,46,260
16:16:39,50,260
16:16:39,46,260
16:16:39,44,260
16:16:39,45,260
16:16:39,45,260
16:16:39,47,260
16:16:39,45,260
16:16:39,53,260
16:16:39,45,260
16:16:39,45,260
16:16:39,46,260
16:16:39,44,260
16:16:39,49,260
16:16:39,51,260
16:16:39,47,260
16:16:39,48,260
16:16:39,45,260
16:16:39,44,260
16:16:39,47,260
16:16:39,50,260
16:16:39,54,260
16:16:39,53,260
16:16:39,48,260
16:16:39,46,260
16:16:39,47,260
16:16:40,48,260
16:16:40,48,260
16:16:40,51,260
16:16:40,45,260
16:16:40,44,260
16:16:40,46,260
16:16:40,46,260
16:16:40,47,260
16:16:40,54,260
16:16:40,56,260
16:16:40,51,260
16:16:40,51,260
16:16:40,55,260
16:16:40,48,260
16:16:40,54,260
16:16:40,48,259
16:16:40,49,260
16:16:40,46,260
16:16:40,49,259
16:16:40,50,260
16:16:40,45,260
16:16:40,46,260
16:16:40,44,260
16:16:40,48,260
16:16:40,48,260
16:16:40,46,260
16:16:40,51,260
16:16:40,48,260
16:16:40,48,260
16:16:40,46,260
16:16:40,45,260
16:16:40,49,260
16:16:40,48,260
16:16:40,48,260
16:16:40,48,260
16:16:40,46,260
16:16:40,49,260
16:16:40,49,260
16:16:40,49,260
16:16:40,48,260
16:16:40,45,260
16:16:40,47,260
16:16:40,49,260
16:16:40,47,260
16:16:40,50,260
16:16:40,45,260
16:16:40,48,260
16:16:40,49,260
16:16:40,48,260
16:16:40,47,260
16:16:40,46,260
16:16:40,47,260
16:16:40,51,260
16:16:40,50,260
16:16:40,49,260
16:16:40,45,260
16:16:40,49,260
16:16:40,49,260
16:16:40,47,260
16:16:40,47,260
16:16:40,47,260
16:16:40,49,260
16:16:40,48,260
16:16:40,48,260
16:16:40,46,260
16:16:40,45,260
16:16:40,48,260
16:16:40,49,259
16:16:40,47,260
16:16:40,47,260
16:16:40,48,260
16:16:40,47,260
16:16:40,48,260
16:16:40,45,260
16:16:40,47,260
16:16:40,45,260
16:16:40,46,260
16:16:40,47,260
16:16:40,47,260
16:16:40,54,260
16:16:40,45,260
16:16:40,48,260
16:16:40,48,260
16:16:40,46,260
16:16:40,51,260
16:16:40,46,260
16:16:40,48,260
16:16:40,45,260
16:16:40,49,260
16:16:40,48,260
16:16:40,46,260
16:16:40,46,260
16:16:40,47,260
16:16:40,46,260
16:16:40,51,260
16:16:40,45,260
16:16:40,45,260
16:16:40,45,260
16:16:40,52,260
16:16:40,50,260
16:16:41,47,260
16:16:41,45,260
16:16:41,45,260
16:16:41,46,260
16:16:41,51,260
16:16:41,46,260
16:16:41,48,260
16:16:41,46,260
16:16:41,48,260
16:16:41,45,260
16:16:41,48,260
16:16:41,46,260
16:16:41,45,260
16:16:41,45,260
16:16:41,46,260
16:16:41,48,260
16:16:41,45,260
16:16:41,44,260
16:16:41,47,260
16:16:41,47,260
16:16:41,45,260
16:16:41,50,260
16:16:41,47,260
16:16:41,45,260
16:16:41,45,260
16:16:41,48,260
16:16:41,45,260
16:16:41,50,260
16:16:41,45,260
16:16:41,45,260
16:16:41,48,260
16:16:41,44,260
16:16:41,47,260
16:16:41,45,260
16:16:41,45,260
16:16:41,44,260
16:16:41,44,260
16:16:41,49,260
16:16:41,45,260
16:16:41,46,260
16:16:41,47,260
16:16:41,53,260
16:16:41,45,260
16:16:41,52,260
16:16:41,45,260
16:16:41,48,260
16:16:41,47,260
16:16:41,45,260
16:16:41,49,260
16:16:41,48,260
16:16:41,45,260
16:16:41,45,260
16:16:41,50,260
16:16:41,55,260
16:16:41,52,260
16:16:41,44,260
16:16:41,45,260
16:16:41,46,260
16:16:41,48,260
16:16:41,53,260
16:16:41,49,260
16:16:41,45,260
16:16:41,45,260
16:16:41,49,260
16:16:41,49,260
16:16:41,50,260
16:16:41,53,260
16:16:41,48,260
16:16:41,45,260
16:16:41,47,260
16:16:41,45,260
16:16:41,49,260
16:16:41,49,260
16:16:41,46,260
16:16:41,49,260
16:16:41,49,260
16:16:41,47,260
16:16:41,46,260
16:16:41,47,260
16:16:41,46,260
16:16:41,45,260
16:16:41,44,260
16:16:41,49,260
16:16:41,53,260
16:16:41,50,260
16:16:41,45,259
16:16:41,50,259
16:16:41,48,259
16:16:41,51,260
16:16:41,51,260
16:16:41,46,259
16:16:41,47,259
16:16:41,46,259
16:16:41,48,259
16:16:41,47,259
16:16:41,44,259
16:16:41,44,259
16:16:41,47,259
16:16:41,44,259
16:16:41,45,259
16:16:41,45,259
16:16:42,45,259
16:16:42,45,259
16:16:42,45,259
16:16:42,48,259
16:16:42,45,259
16:16:42,47,259
16:16:42,52,259
16:16:42,45,259
16:16:42,48,259
16:16:42,47,259
16:16:42,46,259
16:16:42,55,259
16:16:42,47,259
16:16:42,49,259
16:16:42,47,259
16:16:42,48,259
16:16:42,44,259
16:16:42,49,259
16:16:42,47,259
16:16:42,46,259
16:16:42,48,259
16:16:42,45,259
16:16:42,46,259
16:16:42,50,259
16:16:42,45,259
16:16:42,48,259
16:16:42,45,259
16:16:42,49,259
16:16:42,49,259
16:16:42,88,261
16:16:42,90,261
16:16:42,90,261
16:16:42,91,261
16:16:42,91,261
16:16:42,45,259
16:16:42,44,259
16:16:42,87,261
16:16:42,49,260
16:16:42,45,260
16:16:42,49,260
16:16:42,50,260
16:16:42,51,260
16:16:42,88,261
16:16:42,91,261
16:16:42,46,260
16:16:42,46,260
16:16:42,45,260
16:16:42,46,260
16:16:42,48,260
16:16:42,51,260
16:16:42,83,261
16:16:42,89,261
16:16:42,49,260
16:16:42,46,260
16:16:42,45,260
16:16:42,48,260
16:16:42,49,260
16:16:42,45,260
16:16:42,46,260
16:16:42,45,260
16:16:42,58,260
16:16:42,45,260
16:16:42,57,260
16:16:42,45,260
16:16:42,46,260
16:16:42,47,260
16:16:42,49,260
16:16:42,45,260
16:16:42,46,260
16:16:42,47,260
16:16:42,45,260
16:16:42,51,260
16:16:42,48,260
16:16:42,50,260
16:16:42,46,260
16:16:42,50,260
16:16:42,45,260
16:16:42,51,260
16:16:42,53,260
16:16:42,48,260
16:16:42,45,260
16:16:42,46,260
16:16:42,49,260
16:16:42,50,260
16:16:42,45,260
16:16:42,46,260
16:16:42,50,260
16:16:42,48,260
16:16:42,45,260
16:16:42,45,260
16:16:42,51,260
16:16:42,45,260
16:16:42,47,260
16:16:42,49,260
16:16:42,46,260
16:16:42,44,260
16:16:42,53,260
16:16:42,48,260
