timeStamp,elapsed,bytes
17:05:28,101,261
17:05:28,103,261
17:05:28,104,261
17:05:28,112,261
17:05:28,114,261
17:05:28,114,261
17:05:28,119,261
17:05:28,121,261
17:05:28,122,261
17:05:28,125,261
17:05:28,53,260
17:05:28,55,260
17:05:28,52,260
17:05:28,57,260
17:05:28,53,260
17:05:28,51,260
17:05:28,60,260
17:05:28,59,260
17:05:28,54,260
17:05:28,55,260
17:05:28,52,260
17:05:28,55,260
17:05:28,53,260
17:05:28,53,260
17:05:28,55,260
17:05:28,55,260
17:05:28,54,260
17:05:28,62,260
17:05:28,55,260
17:05:28,59,260
17:05:28,52,260
17:05:28,53,260
17:05:28,55,260
17:05:28,53,260
17:05:28,53,260
17:05:28,51,260
17:05:28,55,260
17:05:28,53,260
17:05:28,55,260
17:05:28,53,260
17:05:28,52,260
17:05:28,52,260
17:05:28,52,260
17:05:28,58,260
17:05:28,52,260
17:05:28,64,260
17:05:28,54,260
17:05:28,52,260
17:05:28,52,260
17:05:28,53,260
17:05:28,54,260
17:05:28,52,260
17:05:28,52,260
17:05:28,52,260
17:05:28,54,260
17:05:28,52,260
17:05:28,60,260
17:05:28,55,260
17:05:28,52,260
17:05:28,57,260
17:05:28,53,260
17:05:28,55,260
17:05:28,54,260
17:05:28,52,260
17:05:28,57,260
17:05:28,56,260
17:05:28,461,261
17:05:28,55,260
17:05:28,55,260
17:05:28,53,260
17:05:28,54,260
17:05:28,52,260
17:05:28,52,260
17:05:28,52,260
17:05:28,54,260
17:05:28,53,260
17:05:28,54,260
17:05:28,55,260
17:05:28,66,260
17:05:28,57,260
17:05:28,52,260
17:05:28,58,260
17:05:28,53,260
17:05:28,52,260
17:05:28,52,260
17:05:28,53,260
17:05:28,52,260
17:05:28,52,260
17:05:28,58,260
17:05:28,52,260
17:05:28,55,260
17:05:28,53,260
17:05:28,52,260
17:05:28,54,260
17:05:28,51,260
17:05:28,52,260
17:05:28,52,260
17:05:28,58,260
17:05:28,52,260
17:05:28,54,260
17:05:28,56,260
17:05:28,52,260
17:05:28,53,260
17:05:28,53,260
17:05:28,53,260
17:05:28,53,260
17:05:28,53,260
17:05:28,53,260
17:05:28,55,260
17:05:28,51,260
17:05:28,52,260
17:05:28,53,260
17:05:28,55,260
17:05:28,52,260
17:05:28,55,260
17:05:28,53,260
17:05:28,52,260
17:05:29,52,260
17:05:29,53,260
17:05:29,60,260
17:05:29,62,260
17:05:29,51,260
17:05:29,53,260
17:05:29,59,260
17:05:29,54,260
17:05:29,56,260
17:05:29,53,260
17:05:29,52,260
17:05:29,54,260
17:05:29,52,260
17:05:29,52,260
17:05:29,60,260
17:05:29,55,260
17:05:29,51,260
17:05:29,59,260
17:05:29,55,260
17:05:29,56,260
17:05:29,55,260
17:05:29,62,260
17:05:29,53,260
17:05:29,53,260
17:05:29,53,260
17:05:29,53,260
17:05:29,55,260
17:05:29,55,260
17:05:29,53,260
17:05:29,55,260
17:05:29,53,260
17:05:29,53,260
17:05:29,52,260
17:05:29,55,260
17:05:29,52,260
17:05:29,53,260
17:05:29,54,260
17:05:29,56,260
17:05:29,52,260
17:05:29,53,260
17:05:29,53,260
17:05:29,57,260
17:05:29,53,260
17:05:29,53,260
17:05:29,54,260
17:05:29,52,260
17:05:29,53,260
17:05:29,52,260
17:05:29,55,260
17:05:29,53,260
17:05:29,54,260
17:05:29,52,260
17:05:29,53,260
17:05:29,53,260
17:05:29,53,260
17:05:29,57,260
17:05:29,54,260
17:05:29,52,260
17:05:29,52,260
17:05:29,52,260
17:05:29,57,260
17:05:29,52,260
17:05:29,52,260
17:05:29,53,260
17:05:29,53,260
17:05:29,52,260
17:05:29,53,260
17:05:29,54,260
17:05:29,53,260
17:05:29,52,260
17:05:29,54,260
17:05:29,57,260
17:05:29,52,260
17:05:29,61,260
17:05:29,52,260
17:05:29,52,260
17:05:29,51,260
17:05:29,53,260
17:05:29,52,260
17:05:29,52,260
17:05:29,52,260
17:05:29,52,260
17:05:29,52,260
17:05:29,57,260
17:05:29,53,260
17:05:29,53,260
17:05:29,52,260
17:05:29,51,260
17:05:29,52,260
17:05:29,52,260
17:05:29,53,260
17:05:29,52,260
17:05:29,53,260
17:05:29,54,260
17:05:29,53,260
17:05:29,53,260
17:05:29,57,260
17:05:29,54,260
17:05:29,53,260
17:05:29,52,260
17:05:29,55,260
17:05:29,52,260
17:05:29,52,260
17:05:29,55,260
17:05:29,53,260
17:05:29,52,260
17:05:29,52,260
17:05:29,53,260
17:05:29,53,260
17:05:29,53,260
17:05:29,52,260
17:05:29,52,260
17:05:29,56,260
17:05:29,53,260
17:05:29,56,260
17:05:29,55,260
17:05:29,52,260
17:05:29,54,260
17:05:29,53,260
17:05:29,52,260
17:05:29,53,260
17:05:29,53,260
17:05:29,56,260
17:05:29,54,260
17:05:29,54,260
17:05:29,58,260
17:05:29,56,260
17:05:29,56,260
17:05:29,53,260
17:05:29,53,260
17:05:29,53,260
17:05:29,52,260
17:05:29,53,260
17:05:29,56,260
17:05:29,53,260
17:05:29,54,260
17:05:29,52,260
17:05:29,53,260
17:05:29,56,260
17:05:29,57,260
17:05:29,52,260
17:05:29,52,260
17:05:29,53,260
17:05:29,52,260
17:05:29,53,260
17:05:29,64,260
17:05:29,60,260
17:05:28,1463,261
17:05:28,1473,261
17:05:29,53,260
17:05:29,52,260
17:05:29,52,259
17:05:29,59,260
17:05:29,53,260
17:05:29,54,260
17:05:29,55,260
17:05:29,57,260
17:05:29,61,260
17:05:29,53,260
17:05:29,58,260
17:05:29,52,260
17:05:29,56,260
17:05:29,52,260
17:05:29,52,259
17:05:29,54,260
17:05:29,54,260
17:05:29,54,260
17:05:29,52,260
17:05:29,55,260
17:05:29,53,260
17:05:29,52,260
17:05:29,53,260
17:05:29,58,260
17:05:29,55,260
17:05:29,59,260
17:05:29,53,260
17:05:29,52,260
17:05:29,55,260
17:05:29,53,260
17:05:29,54,260
17:05:29,52,260
17:05:29,51,260
17:05:29,56,260
17:05:29,52,260
17:05:29,58,260
17:05:29,55,260
17:05:29,55,260
17:05:29,58,260
17:05:29,56,260
17:05:29,54,260
17:05:29,52,260
17:05:29,52,260
17:05:29,52,260
17:05:29,58,260
17:05:29,52,260
17:05:29,55,260
17:05:29,53,260
17:05:29,62,260
17:05:29,55,260
17:05:29,52,260
17:05:29,55,260
17:05:29,56,260
17:05:29,56,260
17:05:29,54,260
17:05:30,51,260
17:05:30,52,260
17:05:30,56,260
17:05:30,53,260
17:05:30,54,260
17:05:30,54,260
17:05:30,53,260
17:05:30,51,260
17:05:30,62,260
17:05:30,63,260
17:05:30,53,260
17:05:30,53,260
17:05:30,53,260
17:05:30,51,260
17:05:30,55,260
17:05:30,52,260
17:05:30,52,260
17:05:30,57,260
17:05:30,52,260
17:05:30,52,260
17:05:30,52,260
17:05:30,52,260
17:05:30,51,260
17:05:30,52,260
17:05:30,52,260
17:05:30,53,260
17:05:30,57,260
17:05:30,52,260
17:05:30,53,260
17:05:30,55,260
17:05:30,54,260
17:05:30,53,260
17:05:30,52,260
17:05:30,55,260
17:05:30,53,260
17:05:30,55,260
17:05:30,51,260
17:05:30,55,260
17:05:30,60,260
17:05:30,55,260
17:05:30,56,260
17:05:30,53,260
17:05:30,57,260
17:05:30,56,260
17:05:30,52,260
17:05:30,53,260
17:05:30,52,260
17:05:30,52,260
17:05:30,53,260
17:05:30,52,260
17:05:30,53,260
17:05:30,55,260
17:05:30,55,260
17:05:30,56,260
17:05:30,53,260
17:05:30,55,260
17:05:30,53,260
17:05:30,53,260
17:05:30,54,260
17:05:30,52,260
17:05:30,52,260
17:05:30,52,260
17:05:30,52,260
17:05:30,51,260
17:05:30,53,260
17:05:30,54,260
17:05:30,52,260
17:05:30,60,260
17:05:30,51,260
17:05:30,55,260
17:05:30,52,260
17:05:30,51,260
17:05:30,52,260
17:05:30,52,260
17:05:30,53,260
17:05:30,52,260
17:05:30,51,260
17:05:30,52,260
17:05:30,52,260
17:05:30,55,260
17:05:30,52,260
17:05:30,56,260
17:05:30,56,260
17:05:30,52,260
17:05:30,52,260
17:05:30,52,260
17:05:30,51,260
17:05:30,54,260
17:05:30,55,260
17:05:30,53,260
17:05:30,52,260
17:05:30,52,260
17:05:30,54,260
17:05:30,52,260
17:05:30,52,260
17:05:30,54,260
17:05:30,53,260
17:05:30,52,260
17:05:30,52,260
17:05:30,51,260
17:05:30,52,260
17:05:30,60,260
17:05:30,56,260
17:05:30,52,260
17:05:30,52,260
17:05:30,54,260
17:05:30,53,260
17:05:30,53,260
17:05:30,52,260
17:05:30,55,260
17:05:30,52,260
17:05:30,52,260
17:05:30,53,260
17:05:30,52,260
17:05:30,55,260
17:05:30,52,260
17:05:30,60,260
17:05:30,55,260
17:05:30,52,260
17:05:30,55,260
17:05:30,53,260
17:05:30,52,260
17:05:30,58,260
17:05:30,52,260
17:05:30,60,260
17:05:30,52,260
17:05:30,55,260
17:05:30,53,260
17:05:30,52,260
17:05:30,58,260
17:05:30,53,260
17:05:30,58,260
17:05:30,55,260
17:05:30,55,260
17:05:30,52,260
17:05:30,53,260
17:05:30,58,260
17:05:30,54,260
17:05:30,52,260
17:05:30,53,260
17:05:30,53,260
17:05:30,53,260
17:05:30,56,260
17:05:30,54,260
17:05:30,52,260
17:05:30,55,260
